Id,Coordonnee Lambert 93 X,Coordonnee Lambert 93 Y,coordonnees décimales longitude,coordonnees décimales latitude,Region,Departement,Commune,Nom de l'intervention,Nom du site,Date début,Date fin,Periode(s),Theme(s),Type intervention
INRAPI0327,547245,6689661,0.9786497,47.2896681,Centre,Indre-et-Loire,Sublaines,Le Grand Ormeau,Le Grand Ormeau,2005-02-28,2005-08-27,#Néolithique#Protohistoire#Antiquité,"#Cultes et pratiques funéraires#Habitats, architecture, édifices",fouille
INRAPI0328,"657669,47","6666795,414",2.4418818,47.1000706,Centre,Cher,Saint-Germain-du-Puy,Le Grand Pacage,Le Grand Pacage,2011-03-10,2011-03-30,#Protohistoire,#Cultes et pratiques funéraires,fouille
INRAPI0329,837160,6379174,4.7253048,44.4981411,Rhône-Alpes,Drôme,Châteauneuf-du-Rhône,Le Grand Palais – Les Résidences du Ponant,Le Grand Palais – Les Résidences du Ponant,2010-11-15,2011-02-04,"#Protohistoire#Antiquité#Moyen Âge#Moderne, Contemporain","#Agriculture, élevage#Paysage et environnement",fouille
INRAPI0330,708751,7013749,3.1224773,50.2217105,Nord-Pas-de-Calais,Pas-de-Calais,Sauchy-Lestrée,Le Grotin,Le Grotin,2010-05-04,2010-06-15,#Protohistoire,"#Cultes et pratiques funéraires#Habitats, architecture, édifices#Peuplement, occupation espace",fouille
INRAPI0331,648490,6778991,2.3078927,48.1092594,Centre,Loiret,Courcelles,Le Haut de l'Aunette (A19),Le Haut de l'Aunette (A19),2006-06-01,2006-07-31,#Protohistoire,,fouille
INRAPI0332,695661,"6959000,5",2.9398558,49.7299882,Picardie,Somme,Moyencourt,Le Haut du Bois de Pique,Le Haut du Bois de Pique,2010-06-28,2011-11-17,#Protohistoire#Antiquité,#Cultes et pratiques funéraires#Échange et transport,fouille
INRAPI0333,694020,151800,2.9622359,-4.9081319,Languedoc-Roussillon,Hérault,Saint-André-de-Sangonis,Le Lagarel,Le Lagarel,2004-09-10,2005-01-15,"#Néolithique#Antiquité#Moyen Âge#Moderne, Contemporain",,fouille
INRAPI0334,567010,6877010,1.1830614,48.9792567,Haute-Normandie,Eure,Guichainville,Le Long Buisson 2,Le Long Buisson 2,2002-08-19,2003-01-01,#Autres périodes,,fouille
INRAPI0335,691149,6878713,2.8790188,49.0082683,Ile-de-France,Seine-et-Marne,Barcy,Le Marais de Narcy,Le Marais de Narcy,2002-07-29,2002-11-28,#Antiquité,"#Habitats, architecture, édifices#Industrie, artisanat",fouille
INRAPI0336,694930,6807022,2.9315494,48.3634847,Ile-de-France,Seine-et-Marne,Varennes-sur-Seine,Le Marais du Colombier,Le Marais du Colombier,2004-05-04,2004-06-30,"#Néolithique#Protohistoire#Antiquité#Moderne, Contemporain",,fouille
INRAPI0337,559439,6689833,1.1398925,47.2939138,Centre,Loir-et-Cher,Épeigné-les-Bois,Le Marchais Rond - Les Allets,Le Marchais Rond - Les Allets,2005-03-21,2005-05-27,#Néolithique#Protohistoire#Antiquité#Moyen Âge,"#Habitats, architecture, édifices",fouille
INRAPI0338,625272,6776576,1.9963679,48.0852858,Centre,Loiret,Aschères-le-Marché,Le Marjolet ; La Cabarne,Le Marjolet ; La Cabarne,2006-10-09,2007-03-19,#Antiquité#Moyen Âge,,fouille
INRAPI0339,474027,6853198,-0.0736126,48.7393149,Basse-Normandie,Orne,Goulet,Le Mont,Le Mont,2007-02-18,2007-04-27,#Néolithique,,fouille
INRAPI0340,669591,6831560,2.5877187,48.5835366,Ile-de-France,Seine-et-Marne,Savigny-le-Temple,Le Mont Blanc,Le Mont Blanc,2004-08-01,2006-05-01,#Protohistoire#Antiquité,"#Échange et transport#Habitats, architecture, édifices",fouille
INRAPI0341,708686,7013009,3.1215516,50.2150666,Nord-Pas-de-Calais,Pas-de-Calais,Sauchy-Lestrée,Le Mont des Trois Pensées,Le Mont des Trois Pensées,2010-05-11,2010-06-30,#Néolithique#Protohistoire,"#Cultes et pratiques funéraires#Habitats, architecture, édifices#Peuplement, occupation espace",fouille
INRAPI0342,"708540,5","7012317,5",3.1195008,50.2088592,Nord-Pas-de-Calais,Pas-de-Calais,Marquion,Le Mont-des-Trois-Pensées et La Plaine du Renard,Le Mont-des-Trois-Pensées et La Plaine du Renard,2011-05-16,2012-07-31,"#Néolithique#Protohistoire#Antiquité#Moderne, Contemporain","#Cultes et pratiques funéraires#Habitats, architecture, édifices#Industrie, artisanat#Peuplement, occupation espace",fouille
INRAPI0343,853770,6520385,4.9786582,45.765732,Rhône-Alpes,Rhône,Décines-Charpieu,Le Montout OL Land TR. 1,Le Montout OL Land TR. 1,,,#Protohistoire#Antiquité,"#Cultes et pratiques funéraires#Habitats, architecture, édifices",fouille
INRAPI0344,367830,6846855,-1.5105052,48.6364699,Basse-Normandie,Manche,Le Mont-Saint-Michel,"Le Mont-Saint-Michel, La Cour des Ecoles","Le Mont-Saint-Michel, La Cour des Ecoles",,,#Moyen Âge,"#Cultes et pratiques funéraires#Industrie, artisanat#Vie quotidienne, usages",fouille
INRAPI0345,663452,6878154,2.5004928,49.0022633,Ile-de-France,Val-d'Oise,Roissy-en-France,Le Moulin,Le Moulin,2003-09-08,2003-10-20,"#Moderne, Contemporain",,fouille
INRAPI0346,433785,6805459,-0.590761,48.2949736,Pays de la Loire,Mayenne,Aron,Le Panveau,Le Panveau,2006-09-01,2006-10-01,#Protohistoire,,fouille
INRAPI0347,433922,6806290,-0.5894248,48.3024987,Pays de la Loire,Mayenne,Aron,"Le Panveau, La Davière","Le Panveau, La Davière",2005-03-07,2005-04-15,#Protohistoire,,fouille
INRAPI0348,546771,6335990,1.085808,44.1061975,Midi-Pyrénées,Tarn-et-Garonne,Moissac,Le Patus - rue de l'Abbaye,Le Patus - rue de l'Abbaye,,,#Moyen Âge,"#Habitats, architecture, édifices",fouille
INRAPI0349,583259,6807230,1.42402,48.3548942,Centre,Eure-et-Loir,Mignières,Le Petit Cocurtin,Le Petit Cocurtin,2004-01-05,2004-03-19,#Protohistoire#Antiquité,,fouille
INRAPI0350,"701184,699","7050258,67",3.0166888,50.5495341,Nord-Pas-de-Calais,Nord,Seclin,Le Petit Marais,Le Petit Marais,2002-08-26,2002-10-25,#Antiquité#Moyen Âge,,fouille
INRAPI0351,553146,6534579,1.1059194,45.8950364,Limousin,Haute-Vienne,Veyrac,Le Petit Moulin,Le Petit Moulin,,2010-12-13,#Protohistoire#Moyen Âge,"#Habitats, architecture, édifices#Industrie, artisanat#Organisation sociale et politique",fouille
INRAPI0352,730566,6257386,3.3772215,43.4149323,Languedoc-Roussillon,Hérault,Valros,Le Pirou - la vigne de Bioaux - le Rec de Ligno,Le Pirou - la vigne de Bioaux - le Rec de Ligno,2006-10-23,2007-06-01,#Néolithique#Antiquité,,fouille
INRAPI0353,590264,6837691,1.5108086,48.6300916,Centre,Eure-et-Loir,Nogent-le-Roi,Le Poirier – Les Gués,Le Poirier – Les Gués,2011-08-23,2011-11-04,"#Antiquité#Moyen Âge#Moderne, Contemporain","#Archéologie des conflits#Habitats, architecture, édifices#Industrie, artisanat",fouille
INRAPI0354,709724,7016163,3.1361534,50.2433723,Nord-Pas-de-Calais,Pas-de-Calais,Oisy-le-Verger,Le Pont d'Epinoy,Le Pont d'Epinoy,2010-05-04,2010-06-18,#Protohistoire#Antiquité,#Cultes et pratiques funéraires#Échange et transport,fouille
INRAPI0355,"1044642,56","6298133,36",7.2764147,43.6982194,Provences-Alpes-Côte-d'Azur,Alpes Maritimes,Nice,Le Pont Vieux,Le Pont Vieux,2006-10-18,2007-02-18,"#Moyen Âge#Moderne, Contemporain",,fouille
INRAPI0356,566686,6913762,1.1669825,49.3095291,Haute-Normandie,Eure,Alizay,"Le Postel, Le Port au Chanvre, Le Chêne, Le Pré Rompu","Le Postel, Le Port au Chanvre, Le Chêne, Le Pré Rompu",2011-02-07,2012-03-31,"#Paléolithique, Mésolithique#Néolithique#Protohistoire","#Sciences et méthodes de l'archéologie#Peuplement, occupation espace",fouille
INRAPI0357,1033204,6284746,7.1260731,43.5834054,Provences-Alpes-Côte-d'Azur,Alpes Maritimes,Antibes,Le pré-aux-Pêcheurs,Le pré-aux-Pêcheurs,,,#Antiquité,#Échange et transport,fouille
INRAPI0358,685667,6859850,2.8047251,48.8385414,Ile-de-France,Seine-et-Marne,Bailly-Romainvilliers,Le Prieuré,Le Prieuré,2010-03-05,2010-05-07,,,fouille
INRAPI0359,708722,7013519,3.1220664,50.2196456,Nord-Pas-de-Calais,Pas-de-Calais,Sauchy-Lestrée,Le Prunier,Le Prunier,2010-05-19,2010-06-18,#Protohistoire,"#Cultes et pratiques funéraires#Habitats, architecture, édifices",fouille
INRAPI0360,"809431,16","6305689,97",4.3606622,43.8417346,Languedoc-Roussillon,Gard,Nîmes,Le quartier Clérisseau,Le quartier Clérisseau,2008-09-08,2009-02-06,"#Antiquité#Moyen Âge#Moderne, Contemporain",,fouille
INRAPI0361,527034,6706770,0.7047675,47.4386561,Centre,Indre-et-Loire,Notre-Dame-d'Oé,Le Tertreau,Le Tertreau,2006-07-15,2006-08-15,#Antiquité,,fouille
INRAPI0362,647755,6495588,2.3303118,45.5577941,Limousin,Corrèze,Ussel,Le Theil,Le Theil,2009-11-15,2009-12-15,#Antiquité,"#Habitats, architecture, édifices",fouille
INRAPI0363,"647239,582","6495953,76",2.3236653,45.561048,Limousin,Corrèze,Ussel,Le Theil,Le Theil,2013-05-21,,#Antiquité,"#Habitats, architecture, édifices",fouille
INRAPI0364,"401483,879","6920057,216",-1.106023,49.310244,Basse-Normandie,Calvados,Isigny-sur-Mer,Le Tuilley - La Campagne,Le Tuilley - La Campagne,,,#Protohistoire#Antiquité,"#Habitats, architecture, édifices",fouille
INRAPI0365,"468581,441","6895271,264",-0.1705692,49.1154321,Basse-Normandie,Calvados,Moult,Le Val des Cigognes,Le Val des Cigognes,2013-01-28,2013-03-08,"#Néolithique#Protohistoire#Antiquité#Moyen Âge#Moderne, Contemporain",,fouille
INRAPI0366,739530,6825690,3.5353997,48.5302415,Champagne-Ardenne,Aube,La Saulsotte,Le Vieux Bouchy,Le Vieux Bouchy,2008-07-15,2008-10-03,#Néolithique#Protohistoire#Antiquité#Moyen Âge,"#Habitats, architecture, édifices#Industrie, artisanat#Organisation sociale et politique#Vie quotidienne, usages",fouille
INRAPI0367,"708250,749","7011455,23",3.1154289,50.2011202,Nord-Pas-de-Calais,Pas-de-Calais,Marquion,L'Épine,L'Épine,2010-05-03,2010-09-03,#Protohistoire#Antiquité,#Cultes et pratiques funéraires#Échange et transport,fouille
INRAPI0368,538019,6691490,0.8559667,47.3039373,Centre,Indre-et-Loire,Athée-sur-Cher,L'Érable,L'Érable,2005-02-07,2005-03-25,#Protohistoire#Antiquité,"#Habitats, architecture, édifices",fouille
INRAPI0369,502176,6421631,0.4951109,44.8656128,Aquitaine,Dordogne,Bergerac,Les  Vaures,Les  Vaures,,,#Néolithique,,fouille
INRAPI0370,326573,6830849,-2.0553848,48.4702841,Bretagne,Côtes-d'Armor,Taden,Les Alleux,Les Alleux,2005-10-07,2006-03-03,#Antiquité,,fouille
INRAPI0371,602730,6471186,1.7581635,45.3331714,Limousin,Corrèze,Naves,Les Arènes de Tintignac  - fouille 2004,Les Arènes de Tintignac,2004-09-01,2004-10-29,#Protohistoire#Antiquité,,fouille
INRAPI0372,602730,6471186,1.7581635,45.3331714,Limousin,Corrèze,Naves,Les Arènes de Tintignac - fouille 2002,Les Arènes de Tintignac,2002-05-13,2002-09-27,#Protohistoire#Antiquité,,fouille
INRAPI0373,602730,6471186,1.7581635,45.3331714,Limousin,Corrèze,Naves,Les Arènes de Tintignac - fouille 2009,Les Arènes de Tintignac,2009-07-06,2009-07-31,#Antiquité,#Cultes et pratiques funéraires,fouille
INRAPI0374,802760,6870050,4.4023409,48.9222233,Champagne-Ardenne,Marne,Sarry,Les Auges,Les Auges,2003-10-06,2003-10-24,#Protohistoire#Antiquité,,fouille
INRAPI0375,884100,6878100,5.5152822,48.9764485,Lorraine,Meuse,Lacroix-sur-Meuse,Les Battants,Les Battants,2002-06-24,2002-08-31,#Protohistoire#Antiquité,#Cultes et pratiques funéraires#Échange et transport,fouille
INRAPI0376,532879,6692375,0.787639,47.3106251,Centre,Indre-et-Loire,Esvres,Les Billettes,Les Billettes,2005-05-17,2005-09-15,#Protohistoire#Antiquité,"#Habitats, architecture, édifices",fouille
INRAPI0377,705300,7002552,3.0740309,50.1211992,Nord-Pas-de-Calais,Pas-de-Calais,Havrincourt,Les Bosquets,Les Bosquets,2010-09-27,2010-12-17,"#Paléolithique, Mésolithique","#Peuplement, occupation espace",fouille
INRAPI0378,"657876,535","6667326,824",2.4445626,47.104868,Centre,Cher,Saint-Germain-du-Puy,Les Boubards,Les Boubards,2011-06-14,2011-09-02,#Antiquité#Moyen Âge,"#Cultes et pratiques funéraires#Industrie, artisanat#Paysage et environnement",fouille
INRAPI0379,561975,6911433,1.1030017,49.2875986,Haute-Normandie,Eure,Criquebeuf-sur-Seine,Les Brûlins,Les Brûlins,2002-07-16,2002-08-15,#Protohistoire,,fouille
INRAPI0380,"597972,52","6806406,088",1.6228003,48.3499581,Centre,Eure-et-Loir,Prunay-le-Gillon,Les Carreaux,Les Carreaux,2010-09-20,2010-12-09,"#Néolithique#Protohistoire#Moderne, Contemporain","#Agriculture, élevage#Sciences et méthodes de l'archéologie#Peuplement, occupation espace#Vie quotidienne, usages",fouille
INRAPI0381,"598256,54","6760205,908",1.6373938,47.9343442,Centre,Loiret,Épieds-en-Beauce,Les Chantaupiaux,Les Chantaupiaux,2011-03-07,2011-08-26,"#Protohistoire#Antiquité#Moderne, Contemporain","#Cultes et pratiques funéraires#Habitats, architecture, édifices#Peuplement, occupation espace",fouille
INRAPI0382,"729419,996","6524915,213",3.3789223,45.8232403,Auvergne,Puy-de-Dôme,Lezoux,Les Colis,Les Colis,2013-06-03,2013-10-29,#Antiquité#Moyen Âge,"#Habitats, architecture, édifices#Paysage et environnement",fouille
INRAPI0383,882500,6550113,5.3595714,46.026224,Rhône-Alpes,Ain,Saint-Jean-le-Vieux,Les Colombiers chemin rural,Les Colombiers chemin rural,2008-03-10,2008-07-28,#Néolithique#Antiquité,,fouille
INRAPI0384,575110,6690727,1.346962,47.305098,Centre,Loir-et-Cher,Saint-Romain-sur-Cher,Les Cormins,Les Cormins,2001-11-15,2002-04-30,#Néolithique#Protohistoire#Antiquité#Moyen Âge,,fouille
INRAPI0385,565400,6884600,1.1586555,49.0471517,Haute-Normandie,Eure,Gravigny,Les Coudrettes,Les Coudrettes,2004-04-15,2004-04-30,#Protohistoire,,fouille
INRAPI0386,"844916,38","6838098,42",4.9665771,48.6268314,Champagne-Ardenne,Haute-Marne,Saint-Dizier,Les Crassées,Les Crassées,2001-12-17,2002-02-22,#Moyen Âge,"#Arts, biens de prestige#Cultes et pratiques funéraires#Organisation sociale et politique",fouille
INRAPI0387,693957,6973784,2.9160182,49.862794,Picardie,Somme,Saint-Christ-Briost,Les Dix-Huit,Les Dix-Huit,2010-06-28,2010-10-29,#Protohistoire#Antiquité,"#Cultes et pratiques funéraires#Habitats, architecture, édifices#Industrie, artisanat",fouille
INRAPI0388,544653,6690256,0.9441612,47.2944204,Centre,Indre-et-Loire,Bléré,Les Fossés Blancs,Les Fossés Blancs,2005-01-12,2005-03-07,"#Protohistoire#Moyen Âge#Moderne, Contemporain","#Habitats, architecture, édifices",fouille
INRAPI0389,"500995,038","6622691,994",0.3962481,46.6747803,Poitou-Charentes,Vienne,Saint-Georges-lès-Baillargeaux,Les Gains,Les Gains,2012-02-29,,#Protohistoire#Antiquité,"#Habitats, architecture, édifices#Peuplement, occupation espace",fouille
INRAPI0390,536320,6691550,0.8334677,47.3040599,Centre,Indre-et-Loire,Truyes,Les Grandes Maisons,Les Grandes Maisons,2005-04-21,2005-05-13,#Moyen Âge,"#Cultes et pratiques funéraires#Habitats, architecture, édifices",fouille
INRAPI0391,"936093,97","6341879,65",5.9513257,44.1362083,Provences-Alpes-Côte-d'Azur,Alpes de Haute-Provence,Peipin,Les Granges,Les Granges,2003-11-01,2004-03-17,#Protohistoire,,fouille
INRAPI0392,423491,6519497,-0.5558447,45.7190126,Poitou-Charentes,Charente-Maritime,Chaniers,Les Groies,Les Groies,2007-10-01,2007-12-21,#Moyen Âge,#Cultes et pratiques funéraires,fouille
INRAPI0393,341676,6840451,-1.8594387,48.5650158,Bretagne,Ille-et-Vilaine,Lillemer,Les Hauts,Les Hauts,2005-02-24,2005-03-25,#Néolithique,,fouille
INRAPI0394,"667814,406","6580072,463",2.5816947,46.3197924,Auvergne,Allier,Montluçon,Les Hauts de Buffon,Les Hauts de Buffon,2010-02-10,2010-06-07,"#Paléolithique, Mésolithique#Antiquité","#Cultes et pratiques funéraires#Habitats, architecture, édifices",fouille
INRAPI0395,"714780,716","7002671,08",3.2064623,50.1221174,Nord-Pas-de-Calais,Nord,Masnières,Les Hauts de Masnières,Les Hauts de Masnières,2003-03-10,2004-04-02,#Protohistoire#Antiquité,,fouille
INRAPI0396,607044,6797389,1.7471595,48.2701999,Centre,Eure-et-Loir,Ymonville,Les Hyèbles,Les Hyèbles,2009-07-04,2010-04-30,#Protohistoire,"#Cultes et pratiques funéraires#Habitats, architecture, édifices#Industrie, artisanat#Peuplement, occupation espace",fouille
INRAPI0397,607044,6797389,1.7471595,48.2701999,Centre,Eure-et-Loir,Ymonville,Les Hyèbles 2,Les Hyèbles,2009-07-04,2010-04-30,#Protohistoire,"#Cultes et pratiques funéraires#Habitats, architecture, édifices#Industrie, artisanat#Peuplement, occupation espace",fouille
INRAPI0398,640968,6784752,2.2060524,48.1604595,Centre,Loiret,Pithiviers-le-Vieil,Les Jardins du Bourg,Les Jardins du Bourg,2009-09-09,2010-07-16,#Antiquité#Moyen Âge,"#Cultes et pratiques funéraires#Habitats, architecture, édifices#Industrie, artisanat",fouille
INRAPI0399,"496464,647","6612319,661",0.3415847,46.5800777,Poitou-Charentes,Vienne,Poitiers,Les Jardins du Puygarreau,Les Jardins du Puygarreau,2012-08-06,2012-10-19,#Antiquité,"#Habitats, architecture, édifices",fouille
INRAPI0400,"749329,473","6570861,453",3.6401399,46.2358165,Auvergne,Allier,Saint-Prix,Les Jeanrais,Les Jeanrais,2003-02-24,2003-04-18,#Moyen Âge,,fouille
INRAPI0401,"346991,556","6800838,575",-1.7552161,48.2122056,Bretagne,Ille-et-Vilaine,La Mézière,Les Lignes de la Gonzée,Les Lignes de la Gonzée,2012-02-13,2012-10-12,#Protohistoire#Antiquité#Moyen Âge,"#Cultes et pratiques funéraires#Habitats, architecture, édifices#Peuplement, occupation espace",fouille
INRAPI0402,"742092,2","6612152,841",3.5499582,46.6081093,Auvergne,Allier,Chevagnes,Les maisons fortes du bas Moyen Âge à Chevagnes,Les maisons fortes du bas Moyen Âge à Chevagnes,2007-10-10,2007-12-05,#Moyen Âge,"#Habitats, architecture, édifices",fouille
INRAPI0403,678997,6872366,2.7132335,48.9509129,Ile-de-France,Seine-et-Marne,Claye-Souilly,Les Monts Gardés 1,Les Monts Gardés 1,2002-03-25,2002-05-17,#Néolithique#Protohistoire#Antiquité#Moyen Âge,"#Habitats, architecture, édifices",fouille
INRAPI0404,679304,6872103,2.7174379,48.9485578,Ile-de-France,Seine-et-Marne,Claye-Souilly,Les Monts Gardés 3,Les Monts Gardés 3,2001-12-01,2002-03-21,#Protohistoire#Antiquité,"#Cultes et pratiques funéraires#Échange et transport#Habitats, architecture, édifices#Industrie, artisanat",fouille
INRAPI0405,"689484,346","6179186,605",2.8717902,42.7121956,Languedoc-Roussillon,Pyrénées-Orientales,Perpignan,Les nécropoles de Negabous,Les nécropoles de Negabous,2008-03-31,2008-08-08,#Protohistoire#Antiquité,,fouille
INRAPI0406,548443,6689325,0.9946085,47.2869192,Centre,Indre-et-Loire,Bléré,Les Pentes du Vaugerin,Les Pentes du Vaugerin,2005-03-14,2005-04-15,#Protohistoire#Antiquité,"#Habitats, architecture, édifices",fouille
INRAPI0407,700608,6873137,3.0083025,48.9581887,Ile-de-France,Seine-et-Marne,Changis-sur-Marne,Les Pétreaux 1,Les Pétreaux 1,2002-05-29,2002-10-10,#Protohistoire,,fouille
INRAPI0408,"446497,221","6513843,485",-0.2573434,45.6770857,Poitou-Charentes,Charente,Bourg-Charente,Les Pièces de Monsieur Jarnac,Les Pièces de Monsieur Jarnac,2012-07-23,2012-11-30,"#Paléolithique, Mésolithique#Antiquité#Moyen Âge","#Cultes et pratiques funéraires#Habitats, architecture, édifices#Industrie, artisanat",fouille
INRAPI0409,653990,6777466,2.3819499,48.0959477,Centre,Loiret,Batilly-en-Gâtinais,Les Pierrières (site A19 - I1. 1-2),Les Pierrières (site A19 - I1. 1-2),2006-07-01,2007-01-31,#Protohistoire,,fouille
INRAPI0410,685195,6870835,2.7979115,48.937318,Ile-de-France,Seine-et-Marne,Lesches,Les Prés de Refuge,Les Prés de Refuge,2003-03-15,2003-08-31,#Protohistoire,,fouille
INRAPI0411,693332,6983728,2.9071699,49.9521158,Picardie,Somme,Allaines,Les Quatre Journaux et Parc de l'Orgibet,Les Quatre Journaux et Parc de l'Orgibet,2010-10-11,2010-12-24,#Protohistoire#Antiquité,"#Cultes et pratiques funéraires#Habitats, architecture, édifices",fouille
INRAPI0412,"716067,293","6514067,843",3.2065784,45.7260073,Auvergne,Puy-de-Dôme,Cournon-d'Auvergne,Les Queyriaux,Les Queyriaux,2010-08-30,,#Néolithique#Protohistoire,"#Peuplement, occupation espace#Vie quotidienne, usages",fouille
INRAPI0413,766975,6904970,3.9195968,49.2408976,Champagne-Ardenne,Marne,Vrigny,Les Robogniers 1,Les Robogniers 1,2001-12-02,2002-05-30,"#Néolithique#Protohistoire#Antiquité#Moderne, Contemporain","#Arts, biens de prestige#Cultes et pratiques funéraires",fouille
INRAPI0414,935500,6890900,6.2239818,49.0746759,Lorraine,Moselle,Peltre,Les Rouaux,Les Rouaux,2004-07-28,2004-12-31,#Antiquité,,fouille
INRAPI0415,"695199,3125",6968640,2.9333434,49.8165917,Picardie,Somme,Épénancourt,Les Rouges Monts et La Grosse Borne,Les Rouges Monts et La Grosse Borne,2011-09-12,2011-11-25,#Protohistoire,"#Habitats, architecture, édifices",fouille
INRAPI0416,722019,6770187,3.295419,48.0316956,Bourgogne,Yonne,Saint-Julien-du-Sault,Les Sablons,Les Sablons,2002-04-15,2002-06-25,#Néolithique#Protohistoire,,fouille
INRAPI0417,700013,6991908,3.0001812,50.0256254,Picardie,Somme,Étricourt-Manancourt,Les Seize et Le Fond de Manancourt,Les Seize et Le Fond de Manancourt,2010-08-23,2010-11-10,"#Paléolithique, Mésolithique#Protohistoire#Antiquité","#Cultes et pratiques funéraires#Échange et transport#Habitats, architecture, édifices#Peuplement, occupation espace",fouille
INRAPI0418,657965,6857678,2.4275324,48.8177966,Ile-de-France,Val-de-Marne,Saint-Maurice,Les Serres de l'hôpital Esquirol,Les Serres de l'hôpital Esquirol,2005-05-10,2005-07-11,"#Moderne, Contemporain",,fouille
INRAPI0419,514500,6886300,0.4620036,49.0497417,Haute-Normandie,Eure,Capelle-les-Grands,Les Terres-Noires,Les Terres-Noires,2003-05-12,2003-09-15,#Antiquité#Moyen Âge,,fouille
INRAPI0420,"729111,974","7018500,96",3.4077856,50.2637654,Nord-Pas-de-Calais,Nord,Haspres,Les Vallées,Les Vallées,2006-10-02,2006-11-09,#Protohistoire#Moyen Âge,,fouille
INRAPI0421,501146,6621659,0.3986669,46.6655288,Poitou-Charentes,Vienne,Saint-Georges-lès-Baillargeaux,Les Varennes,Les Varennes,2005-11-21,2006-03-24,#Néolithique#Protohistoire#Antiquité,,fouille
INRAPI0422,682409,6862066,2.7602462,48.8583897,Ile-de-France,Seine-et-Marne,Montévrain,Les Vingt-deux-arpents,Les Vingt-deux-arpents,,,#Antiquité#Moyen Âge,"#Habitats, architecture, édifices#Industrie, artisanat#Peuplement, occupation espace#Vie quotidienne, usages",fouille
INRAPI0423,"735783,19","6282075,566",3.4433173,43.6368216,Languedoc-Roussillon,Hérault,Clermont-l'Hérault,L'Estagnol,L'Estagnol,2007-05-14,2007-08-15,#Antiquité#Moyen Âge,,fouille
INRAPI0424,471010,6766000,-0.0685404,47.9543414,Pays de la Loire,Sarthe,Vallon-sur-Gée,LGV Bretagne-Pays de la Loire - La Bourlerie,LGV Bretagne-Pays de la Loire - La Bourlerie,,,#Antiquité,"#Habitats, architecture, édifices",fouille
INRAPI0425,"487922,264","6778424,357",0.1518829,48.0717708,Pays de la Loire,Sarthe,La Milesse,LGV Bretagne-Pays de la Loire - La Ronce,LGV Bretagne-Pays de la Loire - La Ronce,,,#Protohistoire#Antiquité#Moyen Âge,"#Industrie, artisanat",fouille
INRAPI0426,864992,6686933,5.1822012,47.2621861,Bourgogne,Côte-d'Or,Magny-sur-Tille,"LGV Rhin-Rhône branche Est deuxième phase - Le Grand Pré, le Bas de l'Ampone","LGV Rhin-Rhône branche Est deuxième phase - Le Grand Pré, le Bas de l'Ampone",2013-03-18,,"#Protohistoire#Antiquité#Moderne, Contemporain","#Cultes et pratiques funéraires#Habitats, architecture, édifices#Peuplement, occupation espace",fouille
INRAPI0427,770300,6830580,3.9529204,48.5716195,Champagne-Ardenne,Aube,Plancy-l'Abbaye,Lieu-dit Saint-Martin,Lieu-dit Saint-Martin,2008-10-13,2008-12-01,,,fouille
INRAPI0428,1019463,6800833,7.304278,48.2294611,Alsace,Haut-Rhin,Bergheim,Lieux-dits Froen et Böckenbrück,Lieux-dits Froen et Böckenbrück,2006-06-01,2006-06-30,#Antiquité,,fouille
INRAPI0429,831470,6881060,4.7974386,49.0159777,Champagne-Ardenne,Marne,Dampierre-le-Château,Liévaux,Liévaux,2001-07-30,2002-01-19,#Néolithique#Protohistoire,"#Habitats, architecture, édifices",fouille
INRAPI0430,"650950,92","6237093,29",2.3965958,43.2313536,Languedoc-Roussillon,Aude,Carcassonne,Lo Badarel,Lo Badarel,2009-07-06,2009-11-09,#Néolithique#Antiquité,"#Cultes et pratiques funéraires#Échange et transport#Habitats, architecture, édifices#Sciences et méthodes de l'archéologie#Paysage et environnement",fouille
INRAPI0431,637102,6845957,2.1451494,48.7106869,Ile-de-France,Essonne,Saint-Aubin,L'Orme des Merisiers,L'Orme des Merisiers,2002-02-20,2002-06-28,#Protohistoire#Antiquité#Moyen Âge,,fouille
INRAPI0432,"1043030,621","6821169,254",7.6371863,48.4001381,Alsace,Bas-Rhin,Osthouse,Lotissement Zorn de Bulach,Lotissement Zorn de Bulach,2004-09-13,2004-11-22,"#Protohistoire#Antiquité#Moyen Âge#Moderne, Contemporain",,fouille
INRAPI0433,430962,6328089,-0.3553598,44.0003498,Aquitaine,Landes,Pouydesseaux,Loustalet,Loustalet,2009-04-20,2009-07-10,#Protohistoire,#Cultes et pratiques funéraires,fouille
INRAPI0434,525664,6701622,0.6885973,47.3919741,Centre,Indre-et-Loire,Tours,Lycée Descartes,Lycée Descartes,1999-09-01,2002-02-28,#Antiquité#Moyen Âge,"#Cultes et pratiques funéraires#Habitats, architecture, édifices#Organisation sociale et politique",fouille
INRAPI0435,"811500,63","6303961,734",4.3860115,43.8258607,Languedoc-Roussillon,Gard,Nîmes,Magaille Est,Magaille Est,2002-05-06,2002-10-25,#Protohistoire#Antiquité#Autres périodes,,fouille
INRAPI0436,1030646,6845046,7.4884608,48.6210052,Alsace,Bas-Rhin,Marlenheim,Maison apprederis,Maison apprederis,2003-07-02,2003-09-30,#Protohistoire#Moyen Âge,,fouille
INRAPI0437,"892357,767","6247084,37",5.3694186,43.2969504,Provences-Alpes-Côte-d'Azur,Bouches-du-Rhône,Marseille,Maison diamantée,Maison diamantée,,,"#Moderne, Contemporain","#Habitats, architecture, édifices",fouille
