"TCP ID","Author","Title","Date","Imprint","Lang.","Keywords","ESTC","STC/Wing"
"A97379","Sternhold, Thomas, d. 1549.","The whole book of Psalms collected into English metre by Thomas Sternhold, John Hopkins, and others ; conferred with the Hebrew ; set forth and allowed to be sung in all churches ...","1666.","Printed by John Field ...,","eng","Bible. -- O.T. -- Psalms -- Paraphrases, English. Psalters.","R17943","B2490"
"B01318","","MDCLXVI. A prognostick on this famous year 1666. Or, The number of the beast, so much talked of, dialogue-wise, chronogrammatically explained","1666.","by Thomas Milbourn,","eng","Europe -- History -- 17th century -- Prophecies.","R233479","a1734"
"B01661","Birkenhead, John, Sir, 1616-1679.","A nevv ballad of a famous German prince and a renowned English duke, who on St. James's day one thousand 666 fought with a beast with seven heads, call'd provinces; not by land, but by water; not to be said but sung; not in high English nor Low Dutch; but to a new French tune, called Monsieur Ragou, or, The dancing hobby-horses.","Printed in the year, 1666.","s.n.],","eng","Charles -- II, -- King of England, 1630-1685 -- Early works to 1800.","","B2967AB"
"B02051","England and Wales. Sovereign (1660-1685 : Charles II)","His Majesties declaration against the French","1666.","Printed by Evan Tyler, printer to the Kings most Excellent Majesty,","eng","Anglo-French War, 1666-1667 -- Sources. Great Britain -- History -- Charles II, 1660-1685 -- Sources.","R173748","c2952b"
"B02089","England and Wales. Sovereign (1660-1685 : Charles II)","His Majestie's most gracious speech to both Houses of Parliament, the one and twentieth day of September, 1666.","1666.","Re-printed by Evan Tyler, printer to the King's most Excellent Majesty,","eng","Anglo-Dutch War, 1664-1667 -- Finance -- Early works to 1800. Great Britain -- Politics and government -- 1660-1688 -- Sources.","R173774","c3139a"
"B02123","Scotland. Sovereign (1649-1685 : Charles II)","Proclamation for the Convention of Estates","1666.","Printed by Evan Tyler, printer to the Kings most Excellent Majesty,","eng","Scotland. -- Convention of Estates. Anglo-Dutch War, 1664-1667 -- Early works to 1800.","R171281","C3462"
"B02144","Chishull, John.","Seasonable thoughts of divine providence affording comfort to those who are in danger. Instruction to all that are delivered from the late sad visitation. Wherein we are inform'd whether our preservation be a fruit of God's special love, or of his common providence.","1666.","Printed for Tho. Parkhurst at the three Crowns, at the lower end of Cheap-side over against the Conduit,","eng","Bible. -- O.T. -- Deuteronomy XXXIII, 29 -- Commentaries -- 17th century. Providence and government of God -- Early works to 1800.","R176572","C3903B"
"B02572","A. C.","A mite from three mourners: in memorial of Thomas Glass, a pattern of faith and patience in the Churches, naturally caring for their state, who died in the lord, the 30th day of the Seventh month, 1666. being the same day twelve-month that the beloved John Wiggan (his fellow-labourer, and witness to the cause of Christ) was taken from the evil to come.","1666]","s.n.,","eng","Glass, Thomas, d. 1666 -- Poetry -- Early works to 1800. Elegiac poetry, English -- 17th century.","","C8"
"B02845","","The Dutch gazette: or, the sheet of wild-fire, that fired the Dutch fleet.","1666.","Printed by T[homas]. Leach, in Shooe-Lane,","eng","Great Britain -- History, Naval -- Stuarts, 16103-1714 -- Poetry -- Early works to 1800. Netherlands -- Foreign relations -- England -- Poetry -- Early works to 1800.","","D2899"
"B03106","","Englands royall conquest. Truely manifested in a happy victory obtained against the Dutch fleet by his Majesties Royal Navy, under the conduct of his Highness Prince Rupert, and his Grace the Duke of Albemarle upon the 25. and 26. of July 1666. In which naval fight we put the Dutch to a total rout, burnt and sunk several of their best ships, and in conclusion forc't them to shamefully to run away. Our own loss being very inconsiderable ... The tune is, A fig for France and Holland too, or Round about the hollow tree.","[1666]","Printed for Richard Burton ...,","eng","Rupert, -- Prince, Count Palatine, 1619-1682. Albemarle, George Monck, -- Duke of, 1608-1670 -- Poetry.","R176714","E3041A"
"B03109","","Englands tryumph, and Hollands downfall; or, the second royal victory, obtained upon the Hollanders fleet, in a sea-fight, by the King of Great Brittains [sic] Royal Navy, under the conduct of his Highness Prince Rupert, and his Grace, George Duke of Albemarle; as it was heroically fought, and undoubtfully disputed on the 1, 2d, 3d, & 4th of June, 1666. To the tune of, A fig for France and Holland too, &c.","[1666?]","Printed for F. Coles, T. Vere, and J. Wright.,","eng","Rupert, -- Prince, Count Palatine, 1619-1682 -- Poetry. Albemarle, George Monck, -- Duke of, 1608-1670 -- Poetry.","R176717","E3060A"
"B03114","","Englands valor, and Hollands terrour: being an encouragement for seamen and souldiers to serve his Majesty in his wars against the Dutch, &c. Dutchmen beware, we have a fleet ... To the tune of, The stormy winds do blow.","[1666?]","Printed for F. Coles, T. Vere, W. Gilbertson, and I Wright.","eng","Ballads, English -- 17th century. Great Britain -- History, Naval -- Stuarts, 1603-1714 -- Poetry.","R176718","E3068A"
"B03164","","An exact narrative of the resolute attempt and happy success of a small part of His Majesties fleet, under the conduct of Sir Robert Holmes, Rere [sic]-Admiral to the Red Squadron, upon the isles of Vly and Skelling, on the ninth and tenth of this instant August, one thousand six hundred and sixty six.","1666.","Printed by Evan Tyler, Printer to the Kings most Excellent Majesty,","eng","Anglo-Dutch War, 1664-1667 -- Naval operations -- Early works to 1800. Great Britain -- History -- Charles II, 1660-1685 -- Sources.","R176824","E3667"
"B03317","Clarendon, Edward Hyde, Earl of, 1609-1674.","An ordinance made the eighteenth day of July ... 1666","1666]","s.n.,","eng","England and Wales. -- Court of Chancery. -- Records and correspondence. Court records -- Great Britain -- Early works to 1800.","R232555","E927"
"B03352","","The forsaken maids frollick or, A farewell to fond love, in which she doth plainly and properly prove, that a flattering tongue is the ruine of love, and therefore all you that are well in your wits, beware of trappans, maids loot to your hits. The tune is, The knights and begger-wench.","[between 1666-1677]","Printed for W. Whitwood at the Golden Bell at Duck-Lane End.,","eng","Ballads, English -- 17th century.","","F1599"
"B03376","","The French dancing-master, and the English soldier: or, The difference betwixt fidling and fighting, displayed in a dialogue betwixt an English-man, and a French-man.","Printed in the year 1666.","[s.n.],","eng","Dance -- Poetry -- Early works to 1800. War -- Poetry -- Early works to 1800.","","F2184"
"B03489","E. G.","The suspence upon sixty six: or The astrologers prerogative. Reader, begin don't stop nor halt it, when you'av' read a line, press forward to the end; ...Deserving nought, but if you'l add to it, twill please him well to hear some can remit.","Printed in the year, 1666.","[s.n.],","eng","Political poetry, English -- Early works to 1800. Astrology -- Early works to 1800.","","G15"
"B03631","Herault, Louis.","A speech delivered to the king in the name of the forreign [sic] churches of the realm, for the royal protection which his majesty hath been pleased to assure ... / By Lewis Herault, minister of the French Church in London.","M.DC.LXVI [1666]","Printed by Tho: Ratcliffe for Octavian Pulleyn junior ...,","eng","Great Britain -- Church history -- 17th century -- Sources.","R233461","H1492"
"B03672","","Holland turn'd to tinder, or Englands third great royal victory. Being an exact narrative brought by Captain Talbot Commander of the Elizabeth a fourth rate frigat of the blew [sic] squadron ... which news hath been continued here by other persons from aboard the Royal Charles, who give account of a total rout to the Dutch, ... All this was performed on Wednesday and Thursday 25. and 26. of July, 1666. The tune is, Packingtons pound.","[1666]","Printed by F. Crowch, for F. Coles, T. Vere, and J. Wright.,","eng","Ballads, English -- 17th century. Naval battles -- Great Britain -- 17th century -- Poetry.","R178086","h2445a"
"B03763","Hart, John, D.D.","A godly sermon of Peter's repentance, after he had denyed his lord and master Jesus Christ, as it is in his repentance, he wept bitterly for his sins. / ... by a godly pastor.","1666.","Printed by B.W. and are to be sold by Eliz. Andrews in Little Saint Bartholomews Court in West-Smithfield,","eng","Jesus Christ -- Denial by Peter -- Sermons -- 17th century. Peter, -- the Apostle, Saint -- Sermons -- 17th century.","R188198","h953aa5"
"B03891","Jemmat, William, 1596?-1678.","Now and ever; shewing, where the work of conversion is thoroughly done, it is done for ever. / By William Jemmat, preacher of the Gospel in Reading.","1666.","Printed by L. Miller for John Chandler, bookseller in Reading,","eng","Bible. -- O.T. -- Isaiah XL, 30-31 -- Sermons -- Early works to 1800. Salvation -- Sermons -- Early works to 1800.","R178967","J550A"
"B04153","","London undone; or, A reflection upon the late disasterous fire.","1666.","Printed by E[llen]. C[otes]. for H[enry]. Eversden, and H[enry]. Brome,","eng","Political poetry, English -- Early works to 1800. Fires -- England -- London -- Early works to 1800.","","L2911"
"B04154","","The Londoners lamentation. Wherein is contained a sorrowfull description of the dreadful fire which happened in Pudding-Lane ... on the second of Septemb. 1666 ... With an account of the King and the Duke of York's indeavors ... for the quenching of the same ... and the name of every particular place where the fire did stop. Tune is, When Troy town, &c.","[1666]","Printed for J. Clark ...,","eng","Ballads, English -- 17th century. Great Fire, London, England, 1666 -- Poetry.","R180117","L2912B"
"B04254","","The loyal Presbyterian, and the new conformist; with a list of the names of the several ministers, that have taken the oath; and a true copy thereof. Also, the farewell-advice of Mr. Chester, and divers others; and four meditations, for all true believers.","1666.","Printed for G. Egerton,","eng","Church of England -- Doctrines -- Early works to 1800. Church of England -- Clergy -- Early works to 1800.","R180259","L3358"
"B04338","","A memorial on the death of that faithful servant of Jesus Christ, Nathanael Strange, who for his loyalty to his lord the King, ran through many jeopardies and dangers; chearfully and constantly witnessing to his princely authority over all nations; and in full confidence of Christs coming, and his glorious reign on earth, rested from all his labours, Rev. 14. 13. the fourth day for the eighth month, 1665.","Printed in the year, 1666.","[s.n.],","eng","Strange, Nathanael, d. 1665 -- Poetry -- Early works to 1800. Elegiac poetry, English -- 17th century.","","M1694"
"B04360","Miles, Abraham.","The dub'd knight of the Forked order. Or, The old wanton lady as I will recite, and Sen John the serving-man her hearts delight, their doings and actions, if you will attend, in meeter, they are by a poet pen'd. The subitlity of women either old or young, and what cunning excuses they have with their tongue. That will play with their husbands and laugh them to scorn, stroke up there brows, and there place a horn. The tune is, I am fallen away.","[between 1666-1670]","Printed for W. Whitwood at the Golden Bell at Duck-Lane end in West-smithfield.,","eng","Ballads, English -- 17th century.","","M2042"
"B04364","Miller, Robert, M.D.","The English-French-mans address, upon His Majesties late gracious declaration:","Printed in the year, 1666.","[s.n.],","eng","England and Wales. -- Sovereign (1660-1685 : Charles II) -- Poetry -- Early works to 1800.","","M2063"
"B04513","North, Dudley North, Baron, 1602-1677.","A letter of the Lord North touching Thirlow School. For Sir Henry North.","1666?]","s.n.,","eng","Teachers -- Complaints against -- England -- Little Thurlow -- Early works to 1800. Schools -- England -- Little Thurlow -- Early works to 1800.","R181039","n1284a"
"B04701","","Phillis forsaken, in pursuit of Coridon. Behold fair Phyllis by her love forsaken ... To the tune of, Daphnæs complaint, or O my love, &c.","[between 1666 and 1676]","Printed for W. Whitwood ...,","eng","Ballads, English -- 17th century. Broadsides -- England -- 17th century.","R181783","p2140A"
"B05057","","Rub for rub: or, An answer to a physicians pamphlet, styled, The stroker stroked.","Printed in the year 1666.","[s.n.],","eng","Physicians -- Malpractice -- Poetry -- Early works to 1800.","","r2167"
"B05117","T. R.","The contented cuckold, or Patience upon force is a medcine [sic] for a mad man. You batchellors both young and old give ear unto this ditty, a story here I will unfold in mirth I hope it will ... ye, a batchellor of three score years a damsel young did marry now he complains she doth him wrong and basely doth miscarry. Near Worksworth town in Darby-shire this couple they do dwell, with patience pray this ditty hear and then I bid farewell. To the tune, She cannot hold her legs together.","[between 1666-1670]","Printed for Thomas Passenger at the three bibles on London-bridge.,","eng","Ballads, English -- 17th century.","","r79"
"B05308","Scotland. Privy Council.","Act condemning a pamphlet, called, An apologetick relation of suffering ministers. Edinburgh, the eighth day of February, one thousand six hundred and sixty six.","1666.","Printed by Evan Tyler, Printer to the Kings most excellent Majesty,","eng","Brown, John, 1610?-1679. -- Apologeticall relation, of the particular sufferings of the faithfull ministers. Book burning -- Scotland -- Early works to 1800.","R182984","s1405d"
"B05318","Scotland. Privy Council.","Act discharging the vending of any goods brought from England, till they abide their fourty dayes tryal. Edinburgh, the second day of March, one thousand six hundred and sixty six.","1666.","Printed by Evan Tyler, Printer to the King's most excellent Majesty,","eng","Quarantine -- Law and legislation -- Scotland -- Early works to 1800. Plague -- Prevention -- Scotland -- Early works to 1800.","R182993","s1413A"
"B05319","Scotland. Privy Council.","Act discharging the vending of any goods, from Ostend, or any other town or port of the Spanish Neatherlands [sic], till they abide their fourty dayes tryal.","1666.","Printed by Evan Tyler, Printer to the King's most excellent Majesty,","eng","Quarantine -- Law and legislation -- Scotland -- Early works to 1800. Plague -- Prevention -- Scotland -- Early works to 1800.","R182994","s1414"
"B05479","Scotland. Sovereign (1660-1685 : Charles II)","A proclamation against the rebels in armes in the vvestern shires","Anno Dom. 1666.","Printed by Evan Tyler ...,","eng","Insurgency -- Law and legislation -- Scotland -- Early works to 1800. Broadsides -- Scotland -- 17th century.","R183349","S1612B"
"B05591","Scotland. Privy Council.","A proclamation discharging the receipt of the rebels lately in armes in the VVest","1666.","Printed by Evan Tyler, Printer to the King's most excellent Majesty,","eng","Treason -- Scotland -- Early works to 1800. Broadsides -- Scotland -- 17th century.","R183457","s1775"
"B05669","Scotland. Privy Council.","A proclamation for procuring obedience to ecclesiastical authority. Edinburgh, the eleventh day of October, one thousand six hundred and sixty six.","1666.","Printed by Evan Tyler, Printer to the King's most excellent Majesty,","eng","Church and state -- Scotland -- Early works to 1800. Dissenters, Religious -- Legal status, laws, etc. -- Scotland -- Early works to 1800.","R206539","S1889"
"B05875","","Sir Robert Holmes his bonefire: or, The Dutch doomsday.","1666]","s.n.,","eng","Holmes, Robert, -- Sir, 1622-1692 -- Early works to 1800. Political poetry, English -- Early works to 1800.","","S3886"
"B05916","I. S.","The weavers joyful counsel and invitation to the French vvar. As it was posted upon the Royal Exchange, Monday Feb. the 5th. from Weavers Hall, with their additional answer to the French-mens flouts.","Printed in the year, MDCLXVI. [1666]","[s.n.],","eng","Great Britain -- History -- Charles II, 1660-1685 -- Early works to 1800. France -- History -- Louis XIV, 1643-1715 -- Early works to 1800.","","S45A"
"B06022","","Swearing and lying. Or An answer to The swearing pamphlet.","Printed in the year 1666.","[s.n.],","eng","Swearing pamphlet. Loyalty oaths -- England -- Poetry -- Early works to 1800.","","S6243"
"B06375","","Upon the death of the truly valiant and magnanimous Sr. Christoph. Minns wounded at sea.","1666","Printed for Joseph Godwin,","eng","Myngs, Christopher, -- Sir, 1625-1666 -- Death and burial -- Poetry. Anglo-Dutch War, 1664-1667 -- Poetry.","R185891","U109AA"
"B06427","Rupert, Prince, Count Palatine, 1619-1682.","The victory over the fleet of the States General, obtained by His Majesties Navy Royal in the late engagement, begun the 25. of July instant. / As it came from His Highness Prince Rupert, and His Grace the Duke of Albemarle. Published by authority.","1666.","[s.n.],","eng","Anglo-Dutch War, 1664-1667 -- Naval operations -- Early works to 1800. Great Britain -- History, Naval -- Stuarts, 1603-1714 -- Early works to 1800.","R185981","V350"
"B06473","","Vox civitatis: or, Londons call to her natural and adopted children; exciting them to her spedy reedification.","1666.","Printed by B[ridgit]. W[ood]. in Little S. Bartholomews Court in West-Smithfield,","eng","Political poetry, English -- Early works to 1800. London (England) -- History -- 17th century -- Early works to 1800.","","V714"
"B06591","","The Scotch riddle unfolded: or, Reflections upon R.VV. his most lamentable ballad, called The loyal non-conformist.","Printed in the year, 1666.","s.n.],","eng","Wild, Robert, 1609-1679. -- Loyal nonconformist -- Poetry -- Early works to 1800. Dissenters, Religious -- Controversial literature -- Poetry -- Early works to 1800.","","W2149"
"B06872","Law, Thomas, bellman.","Thomas Law bell-man. His Christmass greeting to his masters of St. Giles Cripplegate, within the Freedom, presenteth his love and humble endeavours, as followeth.","Printed in the year, 1666.","[s.n.],","eng","Christmas -- Poetry -- Early works to 1800.","",""
"B08665","","Castor and Pollux, or, An heroique poeme upon His Majesties victorious and princely generals, the Dukes of [brace] Cumberland and Albermarle.","1666.","Printed for Samuel Speed,","eng","Albemarle, George Monck, -- Duke of, 1608-1670 -- Poetry. Rupert, -- Prince, Count Palatine, 1619-1682 -- Poetry.","R171041","C1250"
"B09634","University of Oxford.","Robert Say, doctor of divinity, provost of Oriel Colledge and vice-chancellour of the Vniversity of Oxford to all whom it may concern Greetings. Whereas the statutes of the University require certain scholastical and decent habits befitting every person in his severall degree to be used and put on when he shall appear in publick ...","1666]","s.n.,","eng","University of Oxford -- History -- Sources -- Early works to 1800. Academic costume -- England -- Early works to 1800.","R181266","o961b"
"B10009","Joseph, Hanie.","Several new letters concerning the Jevves sent to divers Persons of Quality here in England, being a perfect relation of the miracles wrought by their prophet, the magnificence of their king, with the manner of his entertainment in the court of the Grand Signior.","1666.","Printed by A. Maxwell for Robert Boulter,","eng","Joseph, Raphel. Jews -- History -- Early works to 1800.","R183765","S2783A"
"B17602","Thomas, à Becket, Saint, 1118?-1170.","The Prohecie of Thomas Becket, Arch-Bishop of Canterbury in the reign of King Henry the second concerning the wars betwixt England, France, and Holland : lately found in an ancient manuscript at Abington by Dr. Ailsworth, and by him sent as a rarity to the University of Oxford : with the interpretation and judgement of divers of the learned masters, presidents, and principals of colledges, touching the great things fore-told in the following particulars.","1666.","Printed for G. Freeman,","eng","Prophecies -- Early works to 1800.","","B1651"
"B18399","Byrdall, Thomas, 1607 or 8-1662?","The profit of godliness set forth in five sermons on I Tim. 4, 8 : The unprofitableness of worldly gain : set forth in four sermons on Mark 8. 36, 37 : The parable of the barren fig-tree : opened and applied, in seven sermons, on Luk. 13. 6, 7, 8, 9 : Victorious violence, or, two sermons on Matth. 11, 12 / by that eminent and learned divine Mr. Thomas Byrdall ...","1666.","Printed for Nevil Simmons ...,","eng","Sermons, English -- 17th century.","","B6406"
"B19403","England and Wales. Sovereign (1660-1685 : Charles II)","By the King. A proclamation, commanding all sea-men and mariners to return to their service in His Majesties Navy, by the 20th day of February next.","anno Dom. 1665. [i.e. 1666]","printed by Leonard Lichfeild printer to the University, for John Bill, and Christopher Barker, printers to His Majesty,","eng","England and Wales. -- Royal Navy -- Early works to 1800. Great Britain -- History -- Charles II, 1660-1685 -- Early works to 1800.","R214902","C3245"
"B19439","England and Wales. Sovereign (1660-1685 : Charles II)","By the King. A proclamation concerning the adjournment of Hillary term.","1665 [i.e. 1666]","printed by John Bill and Christopher Barker, printers to the Kings most Excellent Majesty,","eng","Plague -- England -- Early works to 1800. Great Britain -- History -- Charles II, 1660-1685 -- Early works to 1800.","R226425","C3259"
"B19561","England and Wales. Sovereign (1660-1685 : Charles II)","By the King. A proclamation for banishing all popish priests and Jesuites, and putting the laws in speedy and due execution against popish recusants.","1666.","Printed by the assigns of John Bill and Christopher Barker, His Majesties printers,","eng","Jesuits -- England -- Early works to 1800. Catholics -- Legal status, laws, etc. -- England -- Early works to 1800.","R213147","C3317"
"B19760","England and Wales. Sovereign (1660-1685 : Charles II)","By the King. A proclamation for restoring goods imbezzell'd during the late fire and since.","1666.","Printed by John Bill and Christopher Barker, printers to the Kings most excellent Majesty,","eng","Fires -- England -- London -- Early works to 1800. Embezzlement -- England -- Early works to 1800.","R030902","C3419"
"B19906","England and Wales. Sovereign (1660-1685 : Charles II)","By the King. A proclamation for the free exportation of leather, hides, corn, butter and cheese.","1666.","Printed by John Bill and Christopher Barker, printers to the Kings most Excellent Majesty,","eng","Exports -- England -- Early works to 1800. Anglo-French War, 1666-1667 -- Early works to 1800.","R214944","C3482"
"B19932","England and Wales. Sovereign (1660-1685 : Charles II)","By the King. A proclamation for the more exact and punctual collecting and answering His Majesties revenue arising upon fire-hearths and stoves.","1666.","Printed by the assigns of John Bill and Christopher Barker, His Majesties printers,","eng","Taxation -- Law and legislation -- England -- Early works to 1800. Taxes, Farming of -- England -- Early works to 1800.","R214841","C3495"
"B20013","England and Wales. Sovereign (1660-1685 : Charles II)","By the King. A proclamation prohibiting the importation of all sorts of manufactures and commodities whatsoever, of the growth, production, or manufacture of France, and of all places in the possession of the French King.","1666.","Printed by the assigns of John Bill and Christopher Barker, His Majesties printers,","eng","Economic sanctions -- France -- Early works to 1800.","R1801","C3530"
"B20017","England and Wales. Sovereign (1660-1685 : Charles II)","By the King. A proclamation prohibiting the importation of all wines of the growth of the Canary Islands, and all further trade and commerce with the said islands, and the inhabitants thereof, until His Majesties pleasure shall be further known.","1666.","Printed by the assigns of John Bill and Christopher Barker, His Majesties printers,","eng","Wine and wine making -- Early works to 1800. Foreign trade regulation -- England -- Early works to 1800.","R577","C3531"
"B20074","England and Wales. Sovereign (1660-1685 : Charles II)","By the King. A proclamation requiring some of His Majesties subjects in the parts beyond the seas, to return into England.","1666.","Printed by John Bill and Christopher Barker, printers to the Kings most Excellent Majesty,","eng","Treason -- England -- Early works to 1800. Great Britain -- History -- Charles II, 1660-1685 -- Early works to 1800.","R214941","C3566"
"B21209","Dewsbury, William, 1621-1688.","The word of the Lord to all the inhabitants in England from the highest to the lowest, that they may know his determination, and so be entreated to break off from their sin, in true obedience unto him, that they may escape in the day of his dreadful appearance when no flesh shall stand before him / William Dewsbery.","1666.","[s.n.],","eng","Society of Friends -- Pastoral letters and charges. Persecution -- England.","","D1282"
"B21235","Diemerbroeck, Ysbrand van, 1609-1674.","Several choice histories of the medecines manner and method used in the cure of the plague. Written by that famous (and in this disease) incomparable physitian, Isbrandus Diemerbroick; a professor of physick. And now translated into English, with his own annotations upon every history. Wherein not onely the choicest antidotes are set down in his cures, but also several things which prove mortal to all that use them","printed in the year 1666.","[for Matthew Keinton, at the sign of the Fountain in St. Pauls Church-Yard],","eng","Plague -- Prevention -- Early works to 1800. Medicine -- Early works to 1800.","","D1416A"
"B21721","England and Wales. Sovereign (1660-1685 : Charles II)","At the court at White-hall the second of March, 1665/6. Present the Kings Most Excellent Majesty. His Royal Highness the Duke of York. His Highness Prince Rupert. Duke of Albemarle. Lord Chamberlain.... It was this day ordered by his Maiesty in Council, that whatever ship or vessel shall take in her lading in any port of England or Wales, or town of Berwick upon Tweed, of any sorts of goods or merchandizes whatsoever not prohibited by law to be exported....","1665/6. [i.e. 1666].","Printed by John Bill and Christopher Barker, Printers to the Kings most Excellent Majesty,,","eng","Broadsides -- England -- London -- Early works to 1800. Exports -- England -- Early works to 1800.","R232554","E816"
"B23164","Fox, George, 1624-1691.","To friends in Barbadoes, Virginia, Maryland, New-England, and elsewhere","1666]","s.n.,","eng","Society of Friends -- Pastoral letters and charges.","R39549","F1953"
"B23344","Fydge, Tho. (Thomas)","The citizens sacred entertainment being an essay to ingratiate the practice of vertue, to consummate the happiness of humane nature, and to gratifie ingenuous and religious spirits / by Tho. Fydge.","M.DC.L.X.VI [1666]","Printed by E.C. and are to be sold by H. Eversden ... W. Flindel ... and W. Fairfax ...,","eng","Christianity -- Essence, genius, nature. Apologetics.","","F2567"
"B24228","Hodges, John, fl. 1672-1674.","How to revive the Golden Age with the true causes of the vvant of good trading, and money, in these kingdoms; and how yet to remedy them, and to make these kingdoms exceed all others, in riches and power. Humbly presented to the consideration of the Parliament.","[1666?]","printed by H.Bruges for G. Widdows at the Green-Dragon in St. Pauls Church-Yard; where you may see a farther discourse of trade, intituled the True English interest, or an account of the cheif national improvements, demonstrating an infallible advance of this nation, to infinite wealth and greatness, trade and populacy, with imployment and preferment for all persons. By Carew Reynel esq.,","eng","England and Wales. -- Parliament -- Early works to 1800. Great Britain -- Commercial policy -- Early works to 1800.","","H2301"
"B25374","","Joyfull news for England or, a congratulatory verse upon our late happy success in firing 150 Dutch ships in their own harbours.","1666.","Printed by Peter Lillicrap, for Richard Head,","eng","Netherlands -- Foreign relations -- England -- Poetry -- Early works to 1800. Great Britain -- History, Naval -- Stuarts, 1603-1714 -- Poetry -- Early works to 1800.","R226344","J1132B"
"B25911","Bernhard, Prince-Bishop of Münster, 1606-1678.","A Letter to the Bishop of Munster; containing a panegyrick of his heroick atchievments, in heroick verse.","printed in the year 1666.","[s.n.],","eng","Bernhard, -- Prince-Bishop of Münster, 1606-1678 -- Poetry.","","L1729"
"B26074","England and Wales. Royal Navy.","A list of the ships belonging to His Majesties Navy-Royal; with the number of men and guns; and the dividing of them into three squadrons.","1666.","Printed for G. Horton,","eng","England and Wales. -- Royal Navy -- Registers -- Early works to 1800. Great Britain -- History, Naval -- Stuarts, 1603-1714 -- Early works to 1800.","R206452","L2506A"
"B27196","Ness, Christopher, 1621-1705.","[Hebrew] Peace-offerings and lamentations being the tears of a compunctionated and compassionate spirit, shed over the pale and cunsumptive face of heart-sick England, issuing as from the bleeding heart of a son over his languishing mother. Exprest in an antidote against her present plague, in an alexipharmacum against her too too epidemical pestilence. Written, intentionally only, by way of letter to his friend; but, though as a ruch candle, unbushel'd at last, as its contents required. By C.N. a fool for Christ.","M. DC. LXVI. [1666]","printed for the author,","eng","Great Britain -- Early works to 1800.","R216845","N459"
"B27598","Ollive, Thomas.","A signification from Israels God to Englands rulers and inhabitants, from the highest to the lowest, concerning what hereafter shall ensue through a servant of the Lord ... T.O.","Printed in the Year 1666.","s.n.],","eng","Bible -- Prophecies -- Quaker authors. Society of Friends -- Apologetic works.","","O285A"
"B29054","","The rogue discovered, or a congratulatory verse upon a book newly publisht (a piece much desired, and long expected) called the English rogue, a witty extravagant. Sold by Francis Kirkman, at the Princes Arms in Chancery Lane.","Printed in the year, 1666.","[Francis Kirkman],","eng","Head, Richard, 1637?-1686?. -- English rogue -- Poetry -- Early works to 1800.","R226965","R1864C"
"B43766","Rayner, Allen.","The royal prerogatve [sic]; or, Subjection to kings and the necessity of passive obedience in the subject. Proved and pressed as an excellent duty to be performed by all good Christians; or any that would be accounted so; contrary to the schismatical and rebellious tenets of some in these times. Being also a divine and excellent preservative against famine, sword, and pestilence in a sermon / by Allen Rayner minister of the Gospel.","MDCLXVI. [1666]","Printed for the author,","eng","Bible. -- O.T. -- Psalms CI, 1 -- Sermons -- Early works to 1800. Divine right of kings -- Early works to 1800.","","R419B"
